PO_ID,OrderDate,SupplierID,ProductID,OrderQuantity,UnitCost,TotalCost,ExpectedDelivery,ActualDelivery,Status
PO-2022-01703,12/15/2023,SUP135,P01572,2784,19.92,55467.46,1/24/2024,1/29/2024,Delivered
PO-2022-01704,11/24/2023,SUP126,P00227,990,38.25,37869.77,12/28/2023,12/30/2023,Delivered
PO-2022-01705,3/13/2023,SUP013,P01146,3422,36.23,123989.05,4/16/2023,4/16/2023,Delivered
PO-2022-01706,12/3/2022,SUP079,P01270,3762,12.71,47824.11,1/18/2023,1/25/2023,Delivered
PO-2022-01707,5/15/2023,SUP103,P00754,3184,39.08,124445.58,7/11/2023,7/12/2023,Delivered
PO-2022-01708,12/23/2022,SUP051,P00544,3421,19.34,66164.46,1/21/2023,1/29/2023,Delivered
PO-2022-01709,6/15/2022,SUP004,P01487,264,12.34,3258.56,7/17/2022,7/15/2022,Delivered
PO-2022-01710,11/10/2022,SUP008,P01987,3607,37.16,134034.47,12/4/2022,12/9/2022,Delivered
PO-2022-01711,6/26/2023,SUP108,P01603,1984,29.93,59373.68,7/25/2023,7/27/2023,Delivered
PO-2022-01712,7/30/2022,SUP058,P00575,3169,13.21,41860.17,8/9/2022,,Pending
PO-2022-01713,1/19/2022,SUP108,P01443,3777,28.01,105789.83,2/17/2022,2/24/2022,Delivered
PO-2022-01714,4/28/2022,SUP093,P01518,890,39.13,34823.31,6/14/2022,6/11/2022,Delivered
PO-2022-01715,5/17/2022,SUP085,P01253,3279,14.67,48115.35,7/9/2022,7/4/2022,Delivered
PO-2022-01716,9/24/2022,SUP113,P01619,1927,44.14,85058.35,10/28/2022,11/4/2022,Delivered
PO-2022-01717,12/14/2022,SUP056,P00143,2288,9.14,20906.61,1/6/2023,1/7/2023,Delivered
PO-2022-01718,8/17/2022,SUP126,P00688,929,45.76,42512.69,9/20/2022,9/16/2022,Delivered
PO-2022-01719,9/29/2022,SUP132,P01032,502,43.02,21598.31,10/7/2022,10/10/2022,Delivered
PO-2022-01720,6/21/2023,SUP060,P00247,2484,37.59,93374.83,8/1/2023,8/2/2023,Delivered
PO-2022-01721,8/27/2022,SUP051,P00304,1793,40.4,72435.47,9/25/2022,9/25/2022,Delivered
PO-2022-01722,8/26/2023,SUP140,P01434,3909,29.24,114282.24,10/13/2023,,Pending
PO-2022-01723,7/31/2022,SUP087,P01262,4839,2.26,10919.72,8/25/2022,8/23/2022,Delivered
PO-2022-01724,12/18/2022,SUP014,P00637,4008,45.98,184275.71,2/15/2023,2/22/2023,Delivered
PO-2022-01725,11/12/2023,SUP149,P00933,1923,42.6,81923.39,12/3/2023,12/12/2023,Delivered
PO-2022-01726,5/28/2022,SUP051,P01956,1576,6.03,9499.42,6/26/2022,7/5/2022,Delivered
PO-2022-01727,9/10/2023,SUP024,P01257,1757,47.56,83555.63,10/27/2023,10/31/2023,Delivered
PO-2022-01728,8/25/2022,SUP077,P00966,800,48.3,38640.98,10/13/2022,10/20/2022,Delivered
PO-2022-01729,11/28/2023,SUP003,P01765,4418,45.12,199325.05,1/3/2024,12/29/2023,Delivered
PO-2022-01730,2/3/2023,SUP005,P00430,622,44.57,27724.81,3/19/2023,,Shipped
PO-2022-01731,2/11/2022,SUP101,P00486,2664,42.63,113554.87,3/17/2022,3/14/2022,Delivered
PO-2022-01732,1/6/2023,SUP136,P00628,1784,19.57,34914.08,1/18/2023,1/25/2023,Delivered
PO-2022-01733,2/16/2022,SUP136,P01827,2874,37.91,108964.14,2/28/2022,3/8/2022,Delivered
PO-2022-01734,2/15/2022,SUP147,P00954,4218,2.77,11665.74,4/11/2022,,Pending
PO-2022-01735,11/5/2022,SUP055,P01915,1205,18.48,22268,12/20/2022,12/20/2022,Delivered
PO-2022-01736,7/22/2023,SUP106,P01213,4159,10.77,44783.18,8/1/2023,7/27/2023,Delivered
PO-2022-01737,1/29/2023,SUP030,P00127,3706,24.6,91172.27,3/19/2023,3/18/2023,Delivered
PO-2022-01738,9/18/2022,SUP093,P01764,4581,1.48,6785.66,11/4/2022,11/10/2022,Delivered
PO-2022-01739,7/2/2022,SUP029,P00358,2523,15.99,40347.79,7/29/2022,7/25/2022,Delivered
PO-2022-01740,6/22/2023,SUP016,P00082,3529,43.49,153471.8,7/14/2023,7/19/2023,Delivered
PO-2022-01741,4/7/2023,SUP033,P01933,1296,11.31,14653.65,4/23/2023,4/29/2023,Delivered
PO-2022-01742,5/2/2022,SUP068,P00403,782,29.84,23338.56,6/5/2022,5/31/2022,Delivered
PO-2022-01743,12/7/2023,SUP148,P01967,118,15.66,1847.93,12/25/2023,,Shipped
PO-2022-01744,7/10/2022,SUP107,P00699,394,37.03,14590.34,7/19/2022,7/15/2022,Delivered
PO-2022-01745,11/5/2022,SUP053,P01332,2271,9.94,22565.16,12/15/2022,12/24/2022,Delivered
PO-2022-01746,5/4/2023,SUP124,P00508,545,22.19,12091.56,6/3/2023,6/2/2023,Delivered
PO-2022-01747,3/18/2023,SUP144,P00272,2271,5.93,13458.45,4/23/2023,4/29/2023,Delivered
PO-2022-01748,10/24/2022,SUP128,P00787,4816,1.25,6012.42,11/13/2022,11/11/2022,Delivered
PO-2022-01749,9/23/2023,SUP102,P01673,4450,14.48,64446.01,11/9/2023,11/6/2023,Delivered
PO-2022-01750,2/4/2022,SUP042,P00602,3374,31.73,107054,3/10/2022,3/17/2022,Delivered
PO-2022-01751,4/21/2022,SUP013,P01312,2834,30.8,87294.22,5/25/2022,6/1/2022,Delivered
PO-2022-01752,11/15/2023,SUP042,P00285,4759,34.45,163936.6,12/19/2023,12/22/2023,Delivered
PO-2022-01753,8/7/2022,SUP118,P00766,3359,12.32,41399.61,9/27/2022,9/25/2022,Delivered
PO-2022-01754,3/12/2022,SUP058,P00568,4426,6.42,28434.96,3/22/2022,3/31/2022,Delivered
PO-2022-01755,7/13/2023,SUP103,P00874,852,27.67,23577.83,9/8/2023,,Pending
PO-2022-01756,10/17/2023,SUP065,P01815,4748,29.43,139739.38,11/17/2023,11/14/2023,Delivered
PO-2022-01757,5/28/2023,SUP082,P01502,842,41.27,34749.34,7/21/2023,7/23/2023,Delivered
PO-2022-01758,4/8/2023,SUP101,P01021,1475,11.26,16601.52,5/12/2023,5/10/2023,Delivered
PO-2022-01759,4/1/2022,SUP051,P01480,1054,7.96,8388.09,4/30/2022,5/4/2022,Delivered
PO-2022-01760,11/29/2023,SUP062,P01441,4770,24.28,115801.71,1/1/2024,1/8/2024,Delivered
PO-2022-01761,4/5/2023,SUP102,P00581,2261,35.08,79325.95,5/22/2023,5/21/2023,Delivered
PO-2022-01762,1/22/2023,SUP011,P00855,2630,11.86,31195.37,1/30/2023,,Pending
PO-2022-01763,9/27/2023,SUP004,P01212,2493,13.46,33557.36,10/29/2023,,Pending
PO-2022-01764,12/9/2022,SUP034,P00819,1159,37.62,43604.13,1/13/2023,1/22/2023,Delivered
PO-2022-01765,11/30/2022,SUP044,P01486,4240,26.45,112137.41,1/18/2023,1/24/2023,Delivered
PO-2022-01766,12/12/2022,SUP063,P01590,1900,22.51,42762.81,1/7/2023,1/7/2023,Delivered
PO-2022-01767,8/2/2022,SUP042,P00497,204,18.02,3676.59,9/5/2022,9/1/2022,Delivered
PO-2022-01768,11/24/2023,SUP082,P00801,1589,45.47,72250.26,1/17/2024,1/25/2024,Delivered
PO-2022-01769,4/13/2022,SUP023,P01969,4787,39.75,190272.31,5/22/2022,5/21/2022,Delivered
PO-2022-01770,1/14/2022,SUP115,P01415,2825,24.84,70162.23,2/23/2022,2/18/2022,Delivered
PO-2022-01771,2/4/2022,SUP109,P00188,1347,5.48,7381.79,3/27/2022,3/29/2022,Delivered
PO-2022-01772,5/9/2023,SUP102,P00311,2668,14.89,39735.92,6/25/2023,6/30/2023,Delivered
PO-2022-01773,1/31/2022,SUP066,P01256,1097,5.49,6020.01,3/9/2022,3/18/2022,Delivered
PO-2022-01774,10/25/2022,SUP025,P01389,676,2.42,1635.12,11/21/2022,11/27/2022,Delivered
PO-2022-01775,8/17/2022,SUP012,P01855,3930,23.7,93151.97,10/3/2022,10/7/2022,Delivered
PO-2022-01776,6/16/2023,SUP100,P00562,189,11.77,2224.3,6/26/2023,6/30/2023,Delivered
PO-2022-01777,9/26/2022,SUP017,P01353,3881,29.41,114155.27,10/5/2022,10/9/2022,Delivered
PO-2022-01778,2/5/2022,SUP059,P01675,875,37.42,32739.53,2/24/2022,3/4/2022,Delivered
PO-2022-01779,8/13/2022,SUP139,P00064,1887,22.36,42192.22,9/11/2022,9/20/2022,Delivered
PO-2022-01780,11/16/2022,SUP108,P00093,2842,12.1,34375.74,12/15/2022,,Shipped
PO-2022-01781,1/24/2023,SUP106,P01817,2581,13.49,34809.4,2/3/2023,,Pending
PO-2022-01782,12/4/2022,SUP139,P00884,4687,23.35,109453.42,1/2/2023,,Cancelled
PO-2022-01783,4/29/2022,SUP007,P01495,1451,49.44,71741.83,6/10/2022,6/16/2022,Delivered
PO-2022-01784,12/16/2023,SUP137,P00350,3303,36.63,120977.02,1/2/2024,12/30/2023,Delivered
PO-2022-01785,4/21/2023,SUP075,P00825,2005,51.74,103742.96,5/8/2023,5/6/2023,Delivered
PO-2022-01786,7/15/2023,SUP033,P00456,4120,50.82,209372.8,7/31/2023,8/3/2023,Delivered
PO-2022-01787,6/5/2022,SUP023,P01544,2156,16.64,35878.24,7/14/2022,7/23/2022,Delivered
PO-2022-01788,5/16/2023,SUP125,P01092,1547,35.75,55312.07,6/20/2023,6/17/2023,Delivered
PO-2022-01789,5/31/2023,SUP006,P00329,893,36.87,32926.82,7/12/2023,7/12/2023,Delivered
PO-2022-01790,1/22/2023,SUP039,P01138,4766,38.87,185235.23,3/20/2023,3/25/2023,Delivered
PO-2022-01791,7/21/2022,SUP107,P01422,2063,42.32,87314.36,7/30/2022,7/27/2022,Delivered
PO-2022-01792,5/16/2023,SUP091,P01237,2846,36.8,104729.92,6/23/2023,6/20/2023,Delivered
PO-2022-01793,11/2/2023,SUP012,P00008,3796,40.93,155365.38,12/19/2023,12/26/2023,Delivered
PO-2022-01794,8/23/2022,SUP081,P01352,461,37.34,17212.02,10/12/2022,10/17/2022,Delivered
PO-2022-01795,10/18/2023,SUP047,P00736,1687,51.58,87014.47,11/11/2023,11/8/2023,Delivered
PO-2022-01796,4/5/2022,SUP145,P01282,3503,25.39,88927.71,5/24/2022,5/27/2022,Delivered
PO-2022-01797,7/22/2022,SUP094,P00593,4164,29.91,124566.04,8/13/2022,8/13/2022,Delivered
PO-2022-01798,12/8/2023,SUP047,P01479,1305,4.41,5755.31,1/1/2024,,Shipped
PO-2022-01799,9/29/2023,SUP030,P01339,4643,21.89,101629.84,11/17/2023,,Shipped
PO-2022-01800,4/2/2023,SUP133,P00839,2801,46.57,130447.85,5/1/2023,5/9/2023,Delivered
PO-2022-01801,9/7/2023,SUP098,P00705,1289,28.55,36805.6,10/2/2023,10/8/2023,Delivered
PO-2022-01802,3/14/2023,SUP058,P01702,2833,40.2,113875.08,3/24/2023,4/1/2023,Delivered
PO-2022-01803,2/21/2022,SUP024,P01263,4780,27.45,131232.99,4/9/2022,,Pending
PO-2022-01804,8/26/2022,SUP130,P01437,3945,9.99,39422.13,9/15/2022,9/14/2022,Delivered
PO-2022-01805,3/13/2022,SUP098,P01573,590,28.98,17098.39,4/7/2022,,Pending
PO-2022-01806,4/11/2023,SUP018,P00918,4346,35.5,154283.16,5/7/2023,5/8/2023,Delivered
PO-2022-01807,1/2/2023,SUP149,P00820,2386,33.81,80664.29,1/23/2023,1/31/2023,Delivered
PO-2022-01808,6/25/2023,SUP130,P00198,3827,45.46,173984.23,7/15/2023,7/20/2023,Delivered
PO-2022-01809,3/13/2023,SUP096,P00314,4214,29.72,125233.85,3/27/2023,3/28/2023,Delivered
PO-2022-01810,4/5/2023,SUP106,P00582,4824,8.5,41015.78,4/15/2023,4/12/2023,Delivered
PO-2022-01811,9/18/2023,SUP072,P01034,1218,19.73,24025.11,10/26/2023,,Pending
PO-2022-01812,11/17/2023,SUP052,P00635,2529,15.35,38809.95,1/14/2024,1/12/2024,Delivered
PO-2022-01813,5/16/2022,SUP056,P01632,3932,20.03,78775.41,6/8/2022,6/16/2022,Delivered
PO-2022-01814,2/12/2022,SUP103,P00027,2018,49.67,100234.2,4/10/2022,4/7/2022,Delivered
PO-2022-01815,10/8/2022,SUP128,P01176,3948,3.84,15145.34,10/28/2022,11/2/2022,Delivered
PO-2022-01816,6/13/2023,SUP102,P01988,1255,15.91,19966.91,7/30/2023,,Cancelled
PO-2022-01817,11/25/2022,SUP035,P00911,2485,31.42,78077.61,1/19/2023,1/14/2023,Delivered
PO-2022-01818,5/22/2023,SUP058,P00149,2050,16.8,34449.1,6/1/2023,,Shipped
PO-2022-01819,10/18/2023,SUP083,P01110,326,17.43,5680.96,11/22/2023,11/24/2023,Delivered
PO-2022-01820,1/28/2022,SUP130,P01514,2771,31.22,86499.9,2/17/2022,2/26/2022,Delivered
PO-2022-01821,8/15/2022,SUP109,P01274,4245,5.32,22593.36,10/5/2022,10/12/2022,Delivered
PO-2022-01822,10/15/2022,SUP086,P01015,3073,37.26,114489.88,11/19/2022,11/19/2022,Delivered
PO-2022-01823,11/20/2022,SUP029,P00191,2933,44.01,129080.75,12/17/2022,12/15/2022,Delivered
PO-2022-01824,3/10/2023,SUP070,P01477,3613,40.18,145161.03,4/13/2023,,Shipped
PO-2022-01825,5/6/2022,SUP010,P00007,1536,10.38,15941,6/24/2022,6/25/2022,Delivered
PO-2022-01826,3/19/2023,SUP065,P01320,4482,42.28,189499.82,4/19/2023,,Cancelled
PO-2022-01827,8/28/2022,SUP091,P01442,431,32.54,14025.55,10/5/2022,10/12/2022,Delivered
PO-2022-01828,7/10/2023,SUP039,P00876,2531,2.2,5575.23,9/5/2023,9/11/2023,Delivered
PO-2022-01829,2/2/2022,SUP102,P01020,4400,21.49,94538.82,3/21/2022,,Shipped
PO-2022-01830,9/1/2023,SUP043,P00173,4955,2.03,10075.65,10/8/2023,10/6/2023,Delivered
PO-2022-01831,9/7/2023,SUP024,P00005,2798,10.19,28498.29,10/24/2023,10/29/2023,Delivered
PO-2022-01832,10/19/2023,SUP090,P00667,4995,30.49,152275.82,11/5/2023,11/11/2023,Delivered
PO-2022-01833,2/28/2023,SUP098,P01678,4956,37.73,187004.58,3/25/2023,4/1/2023,Delivered
PO-2022-01834,5/5/2022,SUP071,P00206,3586,8.57,30728.28,5/28/2022,6/6/2022,Delivered
PO-2022-01835,10/16/2023,SUP018,P00965,3737,18.21,68053.59,11/11/2023,11/20/2023,Delivered
PO-2022-01836,3/29/2023,SUP136,P01694,3328,29.62,98586.52,4/10/2023,4/14/2023,Delivered
PO-2022-01837,4/1/2022,SUP105,P01837,260,13.14,3417.11,5/30/2022,,Pending
PO-2022-01838,3/18/2023,SUP097,P00312,1655,10.39,17187.53,4/20/2023,4/21/2023,Delivered
PO-2022-01839,9/19/2023,SUP101,P01942,1624,47.84,77690.38,10/23/2023,10/28/2023,Delivered
PO-2022-01840,11/13/2023,SUP072,P01122,3340,11.22,37478.78,12/21/2023,12/22/2023,Delivered
PO-2022-01841,3/6/2023,SUP097,P01986,3727,39.3,146475.21,4/8/2023,,Shipped
PO-2022-01842,12/21/2022,SUP056,P00200,2283,39.41,89970.33,1/13/2023,1/12/2023,Delivered
PO-2022-01843,10/29/2023,SUP142,P01365,1952,41.85,81684.31,11/14/2023,11/12/2023,Delivered
PO-2022-01844,11/8/2023,SUP136,P00399,2558,18.48,47280.14,11/20/2023,11/25/2023,Delivered
PO-2022-01845,5/17/2023,SUP129,P00644,2094,9.54,19973.54,5/27/2023,5/29/2023,Delivered
PO-2022-01846,2/11/2022,SUP099,P01285,2195,53.63,117721.59,3/9/2022,3/11/2022,Delivered
PO-2022-01847,3/22/2023,SUP117,P01671,1039,50.81,52788.56,4/20/2023,4/23/2023,Delivered
PO-2022-01848,2/25/2022,SUP140,P00894,4233,18.39,77833.2,4/14/2022,4/12/2022,Delivered
PO-2022-01849,12/8/2022,SUP001,P00434,4404,42.1,185393.45,1/17/2023,,Cancelled
PO-2022-01850,8/19/2023,SUP084,P01821,2183,17,37103.55,9/10/2023,9/10/2023,Delivered
PO-2022-01851,5/17/2022,SUP074,P00903,1153,48.15,55513.58,7/2/2022,7/7/2022,Delivered
PO-2022-01852,8/16/2022,SUP089,P00991,2420,14.95,36175.7,9/29/2022,10/2/2022,Delivered
PO-2022-01853,11/13/2023,SUP066,P00614,3680,5.39,19841.74,12/20/2023,12/23/2023,Delivered
PO-2022-01854,9/14/2022,SUP109,P00855,4830,13.61,65746.89,11/4/2022,11/13/2022,Delivered
PO-2022-01855,6/1/2022,SUP146,P01611,3197,24.3,77683.01,7/1/2022,6/28/2022,Delivered
PO-2022-01856,2/4/2023,SUP096,P01633,3057,29.63,90577.43,2/18/2023,2/21/2023,Delivered
PO-2022-01857,3/30/2023,SUP034,P00375,2611,36.95,96466.55,5/4/2023,5/1/2023,Delivered
PO-2022-01858,5/3/2022,SUP062,P00111,3427,35.99,123353.57,6/5/2022,,Cancelled
PO-2022-01859,3/26/2023,SUP044,P01822,1916,10.58,20270.32,5/14/2023,,Shipped
PO-2022-01860,12/3/2022,SUP103,P00513,702,21.31,14961.61,1/29/2023,,Shipped
PO-2022-01861,12/16/2022,SUP138,P01715,4105,7.21,29605.36,2/1/2023,1/30/2023,Delivered
PO-2022-01862,11/4/2023,SUP109,P01931,4395,12.72,55906.91,12/25/2023,12/24/2023,Delivered
PO-2022-01863,1/13/2023,SUP023,P00546,2633,32.04,84374.18,2/21/2023,2/23/2023,Delivered
PO-2022-01864,11/13/2023,SUP089,P01428,927,18.12,16795.09,12/27/2023,1/3/2024,Delivered
PO-2022-01865,10/16/2022,SUP056,P01476,615,29.32,18033.15,11/8/2022,11/17/2022,Delivered
PO-2022-01866,1/26/2022,SUP077,P00293,1357,25.52,34636.69,3/16/2022,,Cancelled
PO-2022-01867,5/1/2022,SUP006,P01048,805,2.98,2395.36,6/12/2022,6/11/2022,Delivered
PO-2022-01868,12/23/2023,SUP142,P01881,1069,43.7,46710.14,1/8/2024,1/15/2024,Delivered
PO-2022-01869,5/24/2023,SUP011,P01334,2217,26.56,58888.18,6/1/2023,6/1/2023,Delivered
PO-2022-01870,1/15/2022,SUP073,P00911,2774,31.61,87685.62,2/5/2022,,Shipped
PO-2022-01871,1/16/2023,SUP129,P00026,4259,10.44,44455.37,1/26/2023,1/25/2023,Delivered
PO-2022-01872,8/13/2023,SUP130,P01564,4163,49.9,207747.35,9/2/2023,9/5/2023,Delivered
PO-2022-01873,12/25/2022,SUP135,P00972,4902,4.69,23010.72,2/3/2023,2/4/2023,Delivered
PO-2022-01874,1/30/2023,SUP014,P00676,1101,41.35,45527.86,3/30/2023,3/27/2023,Delivered
PO-2022-01875,3/17/2022,SUP024,P00060,4581,1.45,6642.2,5/3/2022,4/28/2022,Delivered
PO-2022-01876,7/10/2022,SUP062,P01440,4991,39.33,196298.58,8/12/2022,8/15/2022,Delivered
PO-2022-01877,3/13/2023,SUP101,P01506,3772,24.63,92908.23,4/16/2023,4/22/2023,Delivered
PO-2022-01878,8/13/2022,SUP069,P00563,4185,4.72,19739.77,9/24/2022,9/30/2022,Delivered
PO-2022-01879,1/24/2022,SUP007,P00368,2482,18.83,46733.14,3/7/2022,3/8/2022,Delivered
PO-2022-01880,5/1/2022,SUP023,P00905,239,31.17,7450.62,6/9/2022,6/14/2022,Delivered
PO-2022-01881,4/28/2022,SUP005,P00207,444,41.64,18487.42,6/11/2022,6/8/2022,Delivered
PO-2022-01882,12/30/2022,SUP086,P00011,2222,19.04,42297.11,2/3/2023,2/3/2023,Delivered
PO-2022-01883,9/26/2023,SUP081,P01052,1586,38.86,61639.69,11/15/2023,11/14/2023,Delivered
PO-2022-01884,12/30/2022,SUP136,P01240,1954,23.53,45973.24,1/11/2023,1/15/2023,Delivered
PO-2022-01885,7/25/2022,SUP087,P00037,843,4.84,4082,8/19/2022,8/27/2022,Delivered
PO-2022-01886,2/1/2022,SUP065,P00973,3392,50.59,171584.91,3/4/2022,3/13/2022,Delivered
PO-2022-01887,7/13/2023,SUP065,P01449,2287,28.72,65673.86,8/13/2023,8/12/2023,Delivered
PO-2022-01888,3/4/2022,SUP059,P00778,4362,4.61,20087.37,3/23/2022,3/25/2022,Delivered
PO-2022-01889,5/16/2023,SUP137,P00999,659,10.19,6713.52,6/2/2023,5/31/2023,Delivered
PO-2022-01890,8/30/2023,SUP055,P01232,1020,6.15,6273.32,10/14/2023,10/9/2023,Delivered
PO-2022-01891,7/3/2023,SUP109,P00703,640,39.06,25000.4,8/23/2023,8/31/2023,Delivered
PO-2022-01892,2/19/2023,SUP093,P00622,2343,43,100742.24,4/7/2023,4/10/2023,Delivered
PO-2022-01893,3/19/2023,SUP097,P00155,3125,22.93,71657.07,4/21/2023,4/30/2023,Delivered
PO-2022-01894,9/10/2023,SUP140,P01757,1898,32.44,61570.53,10/28/2023,10/28/2023,Delivered
PO-2022-01895,8/24/2023,SUP021,P01027,4573,50.72,231946.18,9/5/2023,,Shipped
PO-2022-01896,8/5/2023,SUP090,P00357,784,29.37,23025.73,8/22/2023,8/19/2023,Delivered
PO-2022-01897,9/30/2022,SUP039,P01007,4707,10.53,49566.27,11/26/2022,11/25/2022,Delivered
PO-2022-01898,6/11/2023,SUP137,P00210,723,46.95,33943.03,6/28/2023,6/28/2023,Delivered
PO-2022-01899,3/23/2023,SUP128,P01739,110,35.79,3936.82,4/12/2023,4/9/2023,Delivered
PO-2022-01900,6/21/2023,SUP093,P00221,2557,2.12,5426.12,8/7/2023,8/9/2023,Delivered
PO-2022-01901,5/24/2023,SUP007,P01694,3939,33.07,130272.34,7/5/2023,,Cancelled
PO-2022-01902,4/6/2023,SUP126,P00217,1840,45.77,84207.82,5/10/2023,5/10/2023,Delivered
PO-2022-01903,1/26/2022,SUP137,P00374,753,1.72,1294.72,2/12/2022,,Shipped
PO-2022-01904,6/26/2022,SUP092,P01771,1661,18.3,30401.17,7/16/2022,7/20/2022,Delivered
PO-2022-01905,9/27/2022,SUP080,P01479,1418,5.13,7278.69,11/24/2022,11/26/2022,Delivered
PO-2022-01906,11/3/2022,SUP096,P00751,1996,6.59,13144.82,11/17/2022,11/23/2022,Delivered
PO-2022-01907,5/29/2022,SUP018,P01391,4004,37.3,149367.26,6/24/2022,6/30/2022,Delivered
PO-2022-01908,12/17/2022,SUP046,P01218,2124,50.44,107127.61,1/22/2023,1/29/2023,Delivered
PO-2022-01909,3/2/2023,SUP003,P00686,2899,9.98,28920.2,4/7/2023,4/5/2023,Delivered
PO-2022-01910,1/2/2023,SUP019,P00120,1705,21.74,37074.56,2/18/2023,2/18/2023,Delivered
PO-2022-01911,1/31/2022,SUP018,P01297,3556,42.52,151200.07,2/26/2022,2/22/2022,Delivered
PO-2022-01912,9/15/2023,SUP041,P00408,4023,31.33,126051,10/15/2023,,Pending
PO-2022-01913,10/18/2022,SUP122,P01262,3265,2.25,7337.86,11/8/2022,,Shipped
PO-2022-01914,1/23/2022,SUP112,P00271,4157,24.04,99924.76,2/26/2022,2/22/2022,Delivered
PO-2022-01915,1/12/2023,SUP095,P01446,3506,43.9,153899.57,1/29/2023,1/24/2023,Delivered
PO-2022-01916,5/16/2023,SUP011,P01164,234,31.95,7476.09,5/24/2023,6/1/2023,Delivered
PO-2022-01917,8/29/2022,SUP076,P01684,3087,31.79,98121.57,9/24/2022,9/28/2022,Delivered
PO-2022-01918,6/28/2022,SUP087,P01378,1991,34.44,68575.18,7/23/2022,7/28/2022,Delivered
PO-2022-01919,2/7/2023,SUP035,P00121,2874,23.07,66291.23,4/3/2023,4/9/2023,Delivered
PO-2022-01920,7/14/2023,SUP142,P01357,1873,47.05,88124.75,7/30/2023,,Pending
PO-2022-01921,7/21/2023,SUP060,P01045,4136,9.56,39537.87,8/31/2023,9/5/2023,Delivered
PO-2022-01922,3/9/2023,SUP066,P01175,1563,21.05,32894.83,4/15/2023,4/23/2023,Delivered
PO-2022-01923,10/20/2023,SUP135,P00751,1416,7.21,10209.08,11/29/2023,11/24/2023,Delivered
PO-2022-01924,10/16/2023,SUP112,P01285,2754,49.35,135910.54,11/19/2023,11/14/2023,Delivered
PO-2022-01925,11/15/2022,SUP022,P01835,4947,22.08,109243.06,12/20/2022,12/26/2022,Delivered
PO-2022-01926,12/16/2022,SUP081,P00984,3680,22.67,83422.76,2/4/2023,,Pending
PO-2022-01927,1/6/2022,SUP132,P00554,4110,23.1,94948.33,1/14/2022,1/23/2022,Delivered
PO-2022-01928,7/5/2023,SUP012,P01646,4692,9.78,45886.26,8/21/2023,8/27/2023,Delivered
PO-2022-01929,7/25/2023,SUP058,P01295,2611,46.84,122309.25,8/4/2023,,Pending
PO-2022-01930,11/12/2022,SUP123,P00621,4163,40.98,170590.82,11/27/2022,11/29/2022,Delivered
PO-2022-01931,10/9/2023,SUP088,P00240,2151,9.22,19834.96,11/29/2023,11/28/2023,Delivered
PO-2022-01932,10/2/2023,SUP005,P00603,4008,18.38,73660.6,11/15/2023,11/17/2023,Delivered
PO-2022-01933,6/9/2023,SUP120,P01288,3585,39.46,141446.56,7/4/2023,7/8/2023,Delivered
PO-2022-01934,1/18/2023,SUP121,P00820,644,29.1,18738.7,2/4/2023,2/3/2023,Delivered
PO-2022-01935,12/11/2023,SUP076,P00388,4435,7.48,33164.44,1/6/2024,,Cancelled
PO-2022-01936,12/18/2023,SUP067,P00068,3811,7.29,27772.8,2/10/2024,,Pending
PO-2022-01937,10/18/2022,SUP113,P00975,514,30.51,15684.63,11/21/2022,11/19/2022,Delivered
PO-2022-01938,4/11/2022,SUP038,P01913,841,32.01,26918.3,5/31/2022,5/31/2022,Delivered
PO-2022-01939,3/18/2023,SUP066,P01434,633,30.13,19072.34,4/24/2023,4/26/2023,Delivered
PO-2022-01940,12/7/2022,SUP101,P00756,2670,44.46,118712.18,1/10/2023,1/10/2023,Delivered
PO-2022-01941,5/11/2022,SUP135,P01249,1266,32.79,41517.27,6/20/2022,6/25/2022,Delivered
PO-2022-01942,9/25/2023,SUP128,P01697,3757,31.69,119067.37,10/15/2023,10/21/2023,Delivered
PO-2022-01943,5/2/2023,SUP130,P00721,2959,2.45,7249.11,5/22/2023,5/24/2023,Delivered
PO-2022-01944,1/3/2022,SUP057,P00925,3675,24.64,90548.8,2/18/2022,2/20/2022,Delivered
PO-2022-01945,10/10/2022,SUP132,P01350,3868,26.38,102053.88,10/18/2022,10/14/2022,Delivered
PO-2022-01946,4/25/2023,SUP065,P01386,3599,8.87,31931.05,5/26/2023,5/27/2023,Delivered
PO-2022-01947,4/15/2022,SUP096,P00601,2153,13,27995.44,4/29/2022,5/8/2022,Delivered
PO-2022-01948,2/6/2023,SUP036,P00509,3258,47.45,154604.08,3/28/2023,3/30/2023,Delivered
PO-2022-01949,6/2/2023,SUP043,P01015,359,34.64,12434.97,7/9/2023,7/13/2023,Delivered
PO-2022-01950,12/20/2023,SUP084,P00680,3001,17.59,52781.42,1/11/2024,1/6/2024,Delivered
PO-2022-01951,11/10/2023,SUP027,P00930,1914,47.34,90607.06,12/28/2023,12/30/2023,Delivered
PO-2022-01952,1/30/2022,SUP110,P01186,2876,24.05,69179.92,3/24/2022,3/27/2022,Delivered
PO-2022-01953,2/3/2023,SUP102,P01964,4670,12.4,57916.08,3/22/2023,3/21/2023,Delivered
PO-2022-01954,5/4/2022,SUP035,P01524,3950,26.68,105391.01,6/28/2022,,Pending
PO-2022-01955,4/5/2022,SUP036,P01142,1426,10.61,15130.11,5/25/2022,6/3/2022,Delivered
PO-2022-01956,11/2/2023,SUP030,P01625,4371,21.52,94063.69,12/21/2023,,Pending
