TransactionID,Date,ProductID,TransactionType,Quantity,BatchNumber,SupplierID,WarehouseLocation,ExpiryDate,UnitCost,EmployeeID,ReferencePO,ReasonCode,StockLevelAfter
T010907,12/31/2023,P00344,Transfer,38,BATCH-6126,,C03,5/6/2026,47.75,EMP022,,,7435
T010908,10/12/2023,P00558,Purchase,2701,BATCH-3252,SUP002,D40,9/7/2026,6.12,EMP011,,,4245
T010909,5/10/2023,P00398,Purchase,1167,BATCH-9544,SUP020,C43,5/2/2025,38.93,EMP049,PO-2022-03015,,7746
T010910,12/28/2023,P01340,Sale,-80,BATCH-4567,,C34,5/15/2026,46.45,EMP016,,,4816
T010911,12/24/2022,P01172,Purchase,253,BATCH-2239,SUP110,C14,9/6/2024,16.48,EMP016,PO-2022-04787,,6521
T010912,6/29/2023,P01036,Return,2,BATCH-8875,,D22,11/22/2024,13.27,EMP019,,RETURN,12535
T010913,9/2/2023,P00393,Write-off,-4,BATCH-3358,,B31,8/6/2024,46.61,EMP005,,OTHER,10258
T010914,5/8/2023,P00423,Purchase,2416,BATCH-4300,SUP136,A24,10/28/2024,20.65,EMP009,PO-2022-01778,,5124
T010915,1/7/2022,P01125,Purchase,889,BATCH-9911,SUP140,D31,11/12/2022,15.5,EMP046,PO-2022-02614,,12128
T010916,9/8/2023,P01542,Sale,-3,BATCH-2920,,B24,8/16/2025,39.47,EMP024,,,3266
T010917,8/27/2022,P00828,Return,28,BATCH-3661,,C27,7/16/2024,29.07,EMP045,,RETURN,7390
T010918,4/4/2022,P01628,Purchase,1510,BATCH-5654,SUP134,D18,4/10/2024,4.44,EMP033,PO-2022-00018,,6958
T010919,11/7/2023,P01980,Return,36,BATCH-8112,,A48,10/26/2024,31.44,EMP010,,RETURN,17974
T010920,1/28/2022,P01700,Purchase,2672,BATCH-1673,SUP072,D09,5/18/2024,35.45,EMP048,,,10132
T010921,5/30/2022,P01863,Purchase,2958,BATCH-2226,SUP130,C30,8/11/2024,8.93,EMP018,,,10818
T010922,12/26/2023,P00077,Transfer,27,BATCH-1468,,B10,10/22/2024,42.08,EMP003,,,9444
T010923,9/11/2022,P01529,Purchase,352,BATCH-6047,SUP109,A27,6/5/2024,48.72,EMP013,PO-2022-00852,,8169
T010924,1/5/2022,P01332,Sale,-91,BATCH-5764,,C44,10/10/2024,9.1,EMP048,,,6956
T010925,8/6/2023,P01972,Purchase,2290,BATCH-8780,SUP068,A44,2/5/2026,26.12,EMP007,PO-2022-03838,,10720
T010926,5/7/2022,P01689,Sale,-89,BATCH-8170,,B16,6/2/2024,44.18,EMP010,,,4809
T010927,8/29/2022,P01862,Purchase,1984,BATCH-7328,SUP047,B06,11/6/2023,29.49,EMP037,PO-2022-04535,,6831
T010928,7/17/2022,P00039,Adjustment,16,BATCH-5957,,C37,7/31/2024,15.47,EMP043,,RETURN,2351
T010929,9/1/2022,P00140,Sale,-3,BATCH-4497,,B27,2/15/2024,18.34,EMP012,,,9596
T010930,6/14/2022,P01671,Sale,-4,BATCH-2526,,A04,3/25/2024,48.32,EMP003,,,5370
T010931,11/9/2023,P01179,Purchase,2782,BATCH-9818,SUP146,C14,8/30/2026,12.47,EMP020,,,9351
T010932,4/22/2023,P01212,Purchase,1398,BATCH-8392,SUP043,B21,11/23/2024,12.81,EMP024,,,5554
T010933,3/27/2022,P00784,Purchase,1578,BATCH-5977,SUP106,B38,6/21/2024,29.41,EMP016,,,13276
T010934,2/7/2023,P00979,Sale,-22,BATCH-5734,,C42,5/18/2024,15.98,EMP030,,,2167
T010935,11/3/2023,P01067,Purchase,1733,BATCH-6278,SUP069,A09,4/14/2025,27.88,EMP031,PO-2022-02278,,4809
T010936,2/18/2023,P01083,Purchase,2125,BATCH-7294,SUP148,A03,10/6/2024,20.73,EMP029,,,9527
T010937,8/19/2022,P00821,Sale,-78,BATCH-5833,,C38,11/12/2023,49.91,EMP016,,,9134
T010938,4/2/2022,P00935,Sale,-79,BATCH-3176,,A11,11/17/2024,21.03,EMP013,,,8499
T010939,2/28/2023,P00699,Purchase,160,BATCH-7269,SUP097,C41,9/30/2024,37.72,EMP013,PO-2022-03106,,806
T010940,10/17/2023,P01772,Purchase,1251,BATCH-5374,SUP039,D30,9/27/2026,16.18,EMP002,PO-2022-02482,,9073
T010941,8/29/2023,P00693,Sale,-3,BATCH-1794,,D26,11/19/2025,4.09,EMP015,,,16561
T010942,3/8/2022,P01997,Purchase,1482,BATCH-6886,SUP033,A35,12/11/2022,2.68,EMP015,PO-2022-03942,,12732
T010943,11/5/2023,P00999,Return,35,BATCH-7063,,C19,7/2/2026,9.54,EMP032,,RETURN,4080
T010944,11/21/2023,P00818,Sale,-40,BATCH-6216,,A44,5/23/2025,16.47,EMP012,,,7680
T010945,8/3/2023,P01046,Sale,-79,BATCH-3892,,D20,9/17/2025,9.95,EMP035,,,11334
T010946,8/22/2022,P01427,Return,15,BATCH-6357,,C32,2/23/2024,22.45,EMP025,,RETURN,3897
T010947,11/22/2023,P00316,Purchase,1324,BATCH-3270,SUP051,C26,4/29/2026,41.13,EMP025,PO-2022-03941,,8324
T010948,1/18/2023,P00060,Purchase,2024,BATCH-6727,SUP005,D32,3/29/2025,1.53,EMP013,,,6727
T010949,1/15/2023,P00334,Purchase,1092,BATCH-8337,SUP055,B32,6/15/2025,22.73,EMP018,,,6292
T010950,11/14/2023,P01764,Adjustment,8,BATCH-4494,,D49,3/20/2025,1.54,EMP015,,RETURN,5875
T010951,12/25/2023,P00368,Purchase,903,BATCH-4998,SUP140,D36,7/13/2025,19.39,EMP011,PO-2022-02139,,11322
T010952,5/31/2022,P00504,Purchase,2825,BATCH-6824,SUP105,D45,11/18/2023,4.93,EMP037,PO-2022-04298,,7552
T010953,7/4/2023,P01563,Adjustment,-25,BATCH-8228,,A18,3/25/2026,7.24,EMP032,,OTHER,4215
T010954,10/19/2022,P01359,Purchase,1137,BATCH-6759,SUP092,B08,7/11/2024,10.79,EMP045,PO-2022-03339,,9544
T010955,6/27/2022,P00611,Sale,-99,BATCH-5830,,D37,2/7/2023,44.82,EMP022,,,1066
T010956,4/20/2023,P00924,Sale,-54,BATCH-5695,,D41,12/21/2023,20.04,EMP046,,,2661
T010957,5/15/2022,P01164,Purchase,1337,BATCH-3973,SUP042,A15,2/7/2024,30.39,EMP049,,,8689
T010958,12/9/2023,P01157,Sale,-61,BATCH-9554,,C09,7/7/2026,21.18,EMP027,,,4329
T010959,7/11/2023,P00442,Purchase,1142,BATCH-8130,SUP128,B25,4/15/2026,31.77,EMP010,PO-2022-01342,,12121
T010960,5/17/2023,P00705,Sale,-85,BATCH-7259,,D04,2/6/2024,28.22,EMP013,,,8200
T010961,3/29/2023,P00462,Write-off,-68,BATCH-6695,,C36,5/13/2024,26.17,EMP009,,DAMAGE,3913
T010962,8/30/2023,P00387,Sale,-93,BATCH-4729,,D07,6/21/2025,34.08,EMP047,,,6489
T010963,3/6/2022,P01704,Purchase,1587,BATCH-6564,SUP063,D50,1/11/2025,16.11,EMP025,PO-2022-00036,,6373
T010964,12/19/2022,P01758,Sale,-1,BATCH-2707,,B18,3/25/2024,39.5,EMP037,,,9409
T010965,10/7/2022,P00300,Purchase,704,BATCH-6336,SUP095,D42,12/31/2023,10.37,EMP031,,,11247
T010966,10/19/2023,P01562,Transfer,41,BATCH-1934,,D04,11/29/2025,31.53,EMP028,,,3624
T010967,2/7/2022,P01458,Purchase,2051,BATCH-6483,SUP119,D16,5/11/2024,19.02,EMP009,PO-2022-00728,,5057
T010968,11/22/2022,P01615,Return,41,BATCH-6324,,C07,8/2/2023,25.24,EMP016,,RETURN,8106
T010969,6/23/2023,P00881,Purchase,2990,BATCH-3722,SUP141,B08,9/29/2024,4.95,EMP017,PO-2022-03937,,10981
T010970,7/17/2022,P00749,Sale,-64,BATCH-7859,,D39,3/31/2024,9.8,EMP035,,,3843
T010971,8/5/2022,P00823,Transfer,11,BATCH-9802,,C17,12/29/2023,2.96,EMP038,,,6867
T010972,6/28/2023,P01102,Sale,-98,BATCH-3053,,B09,1/9/2026,23.47,EMP036,,,8853
T010973,7/17/2022,P01465,Purchase,2282,BATCH-3699,SUP021,A25,2/15/2025,36.17,EMP012,PO-2022-01378,,7579
T010974,9/11/2023,P01504,Sale,-65,BATCH-2913,,D49,4/2/2024,41.86,EMP034,,,5682
T010975,10/27/2022,P00454,Adjustment,-30,BATCH-4919,,B27,6/21/2025,31.64,EMP040,,THEFT,4088
T010976,5/25/2022,P00332,Purchase,686,BATCH-9087,SUP016,D11,4/1/2023,26.74,EMP025,,,2706
T010977,12/31/2022,P00553,Purchase,2915,BATCH-6391,SUP001,D48,5/5/2025,45.55,EMP015,PO-2022-01655,,6473
T010978,4/27/2022,P00162,Sale,-72,BATCH-7417,,A46,1/3/2025,26.73,EMP024,,,5144
T010979,12/20/2023,P00418,Sale,-16,BATCH-3441,,D48,4/4/2025,25.24,EMP034,,,13521
T010980,3/17/2022,P01334,Sale,-38,BATCH-7871,,D27,11/17/2023,29.4,EMP036,,,8095
T010981,1/24/2022,P00580,Purchase,2892,BATCH-4011,SUP012,B04,8/17/2023,45.93,EMP011,,,11399
T010982,7/31/2023,P01833,Write-off,-59,BATCH-8511,,B04,3/30/2026,14.8,EMP014,,DAMAGE,9499
T010983,6/24/2022,P00618,Sale,-93,BATCH-7696,,D10,7/13/2024,10.15,EMP010,,,7246
T010984,4/22/2023,P01919,Adjustment,24,BATCH-1082,,B39,2/28/2025,16.28,EMP019,,DAMAGE,4466
T010985,2/8/2022,P01161,Purchase,2389,BATCH-4344,SUP146,D19,7/5/2023,6.8,EMP008,,,8890
T010986,5/21/2022,P00205,Sale,-20,BATCH-7035,,D03,3/2/2025,9.32,EMP016,,,6578
T010987,9/13/2022,P00555,Purchase,1694,BATCH-9681,SUP080,C17,2/29/2024,25.15,EMP019,,,15799
T010988,4/29/2023,P01753,Sale,-34,BATCH-6740,,D21,4/5/2026,46.06,EMP023,,,7264
T010989,5/25/2023,P01347,Transfer,97,BATCH-3748,,C41,10/12/2024,45.63,EMP038,,,3208
T010990,9/24/2022,P00893,Sale,-83,BATCH-8945,,A49,5/6/2025,25.8,EMP024,,,2488
T010991,3/7/2022,P01638,Return,33,BATCH-7484,,D09,12/31/2024,36.16,EMP024,,RETURN,9662
T010992,8/28/2023,P01570,Return,4,BATCH-1995,,C10,5/2/2025,17.44,EMP017,,RETURN,8637
T010993,1/6/2023,P01692,Purchase,743,BATCH-7818,SUP071,D46,7/13/2023,13.58,EMP019,PO-2022-00096,,8139
T010994,1/30/2023,P00163,Return,11,BATCH-1502,,B48,5/17/2024,23.71,EMP015,,RETURN,3711
T010995,8/21/2022,P01893,Purchase,789,BATCH-4684,SUP148,A03,12/28/2024,9.75,EMP017,PO-2022-04824,,6331
T010996,11/16/2022,P01995,Purchase,772,BATCH-5054,SUP035,B31,7/14/2024,22.84,EMP017,PO-2022-02619,,8548
T010997,4/24/2022,P00750,Sale,-68,BATCH-6668,,B25,2/16/2025,42.44,EMP041,,,3790
T010998,4/5/2023,P00491,Purchase,2162,BATCH-9048,SUP149,A15,2/23/2026,26.38,EMP029,PO-2022-00034,,2631
T010999,8/14/2023,P00960,Sale,-94,BATCH-9772,,B24,10/22/2024,48.34,EMP019,,,11945
T011000,6/26/2022,P01807,Sale,-22,BATCH-4665,,B24,8/26/2024,16.25,EMP041,,,7779
T011001,4/30/2022,P00405,Sale,-74,BATCH-4273,,D32,3/31/2023,49.1,EMP010,,,10979
T011002,2/1/2022,P00501,Sale,-30,BATCH-2987,,C01,3/5/2024,49.81,EMP019,,,4598
T011003,6/18/2023,P00115,Purchase,1294,BATCH-7850,SUP080,B32,5/7/2026,30.35,EMP040,,,10156
T011004,9/21/2023,P00973,Purchase,2524,BATCH-8105,SUP018,B31,12/16/2025,46.35,EMP002,,,6728
T011005,4/11/2023,P01088,Purchase,2714,BATCH-4680,SUP002,C05,12/1/2025,9.63,EMP022,,,10453
T011006,1/27/2022,P00273,Sale,-17,BATCH-6217,,A06,8/26/2024,1.62,EMP033,,,3182
T011007,5/14/2022,P01882,Adjustment,-12,BATCH-7716,,C39,7/3/2024,7.71,EMP022,,COUNT_ERROR,6746
T011008,4/25/2023,P00519,Sale,-15,BATCH-2639,,D19,8/10/2024,21.39,EMP018,,,6839
T011009,6/12/2022,P00482,Purchase,1280,BATCH-6415,SUP076,D22,1/19/2025,34.74,EMP034,PO-2022-03127,,9837
T011010,7/16/2023,P01258,Return,36,BATCH-5350,,A21,9/17/2024,16.49,EMP022,,RETURN,8066
T011011,11/10/2023,P01912,Adjustment,-26,BATCH-8212,,A24,4/18/2026,8.18,EMP048,,DAMAGE,6730
T011012,9/22/2023,P01017,Sale,-15,BATCH-9950,,A05,7/5/2026,14.01,EMP023,,,5092
T011013,10/2/2023,P01456,Adjustment,11,BATCH-9573,,C40,5/27/2026,6.82,EMP002,,COUNT_ERROR,8061
T011014,10/13/2022,P01287,Sale,-18,BATCH-6929,,A18,6/27/2024,21.37,EMP028,,,11313
T011015,11/19/2023,P00546,Sale,-6,BATCH-4740,,C18,10/20/2026,30.27,EMP045,,,8068
T011016,12/12/2023,P00980,Return,28,BATCH-2269,,C45,9/4/2025,40.58,EMP036,,RETURN,14568
T011017,11/14/2022,P00801,Purchase,2665,BATCH-5213,SUP109,B37,2/3/2024,42.65,EMP046,PO-2022-04118,,8192
T011018,5/12/2022,P01671,Purchase,608,BATCH-1217,SUP039,D28,8/31/2023,48.32,EMP035,,,5978
T011019,2/8/2022,P00336,Purchase,362,BATCH-3776,SUP027,A39,7/17/2024,30.43,EMP026,PO-2022-04217,,7206
T011020,11/26/2023,P00996,Purchase,1957,BATCH-6018,SUP059,D43,5/9/2026,8.89,EMP015,,,9079
T011021,1/7/2022,P01335,Purchase,2105,BATCH-4641,SUP104,C47,7/3/2023,6.08,EMP005,,,4845
T011022,10/16/2023,P01775,Sale,-35,BATCH-5660,,B35,9/22/2026,1.18,EMP046,,,10727
T011023,8/23/2022,P01436,Adjustment,17,BATCH-5334,,D10,3/21/2023,27.07,EMP011,,OTHER,7685
T011024,7/6/2022,P01550,Sale,-59,BATCH-4493,,B05,6/16/2025,8.92,EMP031,,,1724
T011025,7/25/2023,P00776,Purchase,578,BATCH-2741,SUP013,B31,5/14/2025,41.31,EMP008,,,6217
T011026,5/27/2022,P01333,Purchase,540,BATCH-2390,SUP002,C13,2/14/2025,36.52,EMP005,PO-2022-02587,,7046
T011027,10/2/2022,P00389,Sale,-76,BATCH-4205,,C10,8/14/2025,34.13,EMP048,,,4269
T011028,7/21/2023,P01186,Write-off,-58,BATCH-6629,,D08,1/4/2025,23.36,EMP018,,THEFT,1909
T011029,11/8/2022,P01891,Return,5,BATCH-6832,,B23,6/14/2023,18.8,EMP046,,RETURN,1852
T011030,7/16/2023,P01096,Purchase,2747,BATCH-3320,SUP026,D26,7/10/2025,13.45,EMP012,PO-2022-04799,,9647
T011031,10/6/2023,P00625,Sale,-30,BATCH-8204,,D43,3/24/2025,46.6,EMP033,,,8259
T011032,12/13/2022,P00334,Sale,-33,BATCH-1387,,C14,3/3/2025,22.73,EMP012,,,6259
T011033,3/28/2023,P01378,Sale,-91,BATCH-3728,,D11,10/3/2024,37.65,EMP027,,,7459
T011034,10/28/2022,P01720,Purchase,385,BATCH-4820,SUP138,D18,4/16/2025,46.95,EMP001,PO-2022-04977,,5662
T011035,9/22/2022,P00070,Sale,-72,BATCH-1810,,A49,2/27/2024,3.13,EMP025,,,3292
T011036,1/16/2023,P00627,Purchase,714,BATCH-6876,SUP123,A02,12/8/2025,25.47,EMP018,PO-2022-04972,,4089
T011037,9/29/2022,P01500,Sale,-18,BATCH-2312,,D20,2/3/2025,24.84,EMP019,,,5537
T011038,10/15/2022,P01470,Sale,-85,BATCH-7012,,D47,8/1/2024,28.82,EMP020,,,6782
T011039,1/22/2022,P01265,Purchase,1124,BATCH-3325,SUP144,D50,6/19/2023,40.35,EMP003,PO-2022-02402,,4326
T011040,2/25/2023,P01264,Purchase,119,BATCH-4479,SUP069,C19,5/23/2025,24.07,EMP025,PO-2022-01643,,1819
T011041,11/21/2022,P01418,Sale,-4,BATCH-9108,,D49,8/2/2024,3.49,EMP034,,,3019
T011042,4/15/2022,P01173,Purchase,220,BATCH-9894,SUP065,B03,3/30/2023,41.27,EMP021,,,9943
T011043,11/26/2023,P01534,Purchase,1204,BATCH-6043,SUP053,C15,7/15/2024,19.47,EMP037,PO-2022-04258,,2176
T011044,12/5/2022,P00733,Return,28,BATCH-4385,,B11,10/21/2025,21.93,EMP033,,RETURN,7875
T011045,1/19/2023,P01543,Purchase,1104,BATCH-8012,SUP066,A32,6/23/2025,21.49,EMP048,PO-2022-00185,,2117
T011046,11/26/2023,P01099,Purchase,2469,BATCH-8542,SUP148,B33,7/9/2026,23.55,EMP003,PO-2022-03239,,14841
T011047,7/20/2023,P00215,Sale,-23,BATCH-7151,,D14,10/11/2024,32.91,EMP048,,,6058
T011048,8/2/2023,P01674,Purchase,690,BATCH-2042,SUP059,A44,3/17/2024,10.69,EMP005,,,3754
T011049,5/9/2023,P01755,Transfer,8,BATCH-7822,,C13,5/5/2024,31.68,EMP020,,,8101
T011050,10/8/2023,P00513,Purchase,341,BATCH-1497,SUP107,D35,4/14/2026,23.29,EMP017,PO-2022-01247,,14673
T011051,12/4/2023,P01272,Write-off,-92,BATCH-3730,,D11,1/5/2025,20.74,EMP020,,COUNT_ERROR,12305
T011052,2/9/2023,P00232,Purchase,2339,BATCH-3664,SUP110,C50,5/15/2024,24.17,EMP040,PO-2022-02043,,7738
T011053,2/19/2022,P01229,Purchase,1096,BATCH-9023,SUP018,B40,2/6/2023,24.49,EMP034,PO-2022-00463,,9996
T011054,11/15/2022,P00485,Sale,-93,BATCH-7397,,A11,8/25/2024,14.76,EMP046,,,5306
T011055,3/25/2022,P01368,Sale,-25,BATCH-4467,,D09,8/11/2023,25.31,EMP044,,,7522
T011056,11/28/2023,P01623,Sale,-81,BATCH-6231,,B06,12/5/2024,20.77,EMP002,,,3578
T011057,6/18/2023,P00465,Purchase,2436,BATCH-4611,SUP134,C22,4/14/2026,4.14,EMP012,PO-2022-02173,,8272
T011058,12/12/2023,P00377,Sale,-29,BATCH-2368,,A11,7/3/2024,4.54,EMP041,,,7957
T011059,1/30/2023,P01120,Purchase,1717,BATCH-7243,SUP130,D02,11/4/2024,21.19,EMP044,,,7394
T011060,5/24/2023,P01043,Purchase,615,BATCH-6866,SUP001,B50,10/2/2025,40.33,EMP030,PO-2022-03922,,6209
T011061,5/6/2023,P00448,Return,36,BATCH-4215,,D47,11/2/2023,10.3,EMP018,,RETURN,13822
T011062,10/12/2022,P00721,Sale,-36,BATCH-9444,,C48,11/3/2024,2.24,EMP019,,,5042
T011063,8/17/2023,P00875,Sale,-75,BATCH-6928,,C13,2/18/2026,36.16,EMP028,,,8585
T011064,10/2/2023,P00567,Purchase,2680,BATCH-2896,SUP060,C21,7/22/2025,33.05,EMP023,,,7095
T011065,10/27/2023,P00096,Sale,-31,BATCH-2471,,A06,5/6/2024,17.53,EMP001,,,12164
T011066,10/10/2023,P00568,Purchase,2514,BATCH-3953,SUP019,B45,2/21/2025,6.7,EMP024,PO-2022-01865,,10045
T011067,11/25/2023,P01680,Sale,-32,BATCH-8540,,D13,7/25/2026,40.24,EMP043,,,5877
T011068,6/18/2022,P00536,Sale,-23,BATCH-8099,,B25,4/19/2023,8.45,EMP030,,,2955
T011069,3/5/2023,P00823,Purchase,977,BATCH-8151,SUP076,C42,3/29/2025,2.96,EMP030,PO-2022-03883,,7844
T011070,5/12/2022,P01542,Purchase,1430,BATCH-5931,SUP110,D37,5/29/2024,39.47,EMP017,PO-2022-03533,,4696
T011071,8/13/2022,P00038,Sale,-89,BATCH-4381,,A37,7/8/2025,46.57,EMP017,,,2726
T011072,4/1/2022,P00031,Purchase,1415,BATCH-7425,SUP093,D48,12/13/2024,1.25,EMP040,PO-2022-01822,,4376
T011073,3/29/2023,P00088,Purchase,311,BATCH-5214,SUP039,D07,8/16/2025,27.89,EMP040,,,2956
T011074,4/11/2023,P00031,Sale,-9,BATCH-4176,,C08,12/13/2025,1.25,EMP018,,,4367
T011075,1/30/2022,P00505,Sale,-55,BATCH-6823,,A10,4/23/2024,16.14,EMP013,,,1725
T011076,7/7/2023,P00770,Sale,-33,BATCH-2444,,A37,9/6/2024,12.88,EMP012,,,11938
T011077,2/10/2022,P01564,Purchase,2753,BATCH-6964,SUP047,B21,1/15/2025,48.59,EMP005,PO-2022-01328,,7705
T011078,7/5/2022,P00995,Write-off,-48,BATCH-9408,,A12,9/18/2024,27.93,EMP027,,EXPIRED,6116
T011079,12/19/2023,P00121,Purchase,2017,BATCH-2498,SUP125,D12,6/24/2024,21.31,EMP012,,,11757
T011080,3/10/2023,P00345,Purchase,1384,BATCH-7597,SUP017,A15,4/16/2025,43.71,EMP025,PO-2022-04639,,11864
T011081,8/14/2022,P00962,Sale,-81,BATCH-5423,,C05,10/27/2023,14.69,EMP048,,,10549
T011082,1/20/2023,P01031,Sale,-95,BATCH-8021,,A21,5/4/2024,41.57,EMP012,,,4490
T011083,9/18/2022,P00387,Purchase,732,BATCH-3633,SUP011,C45,9/19/2023,34.08,EMP044,PO-2022-00812,,7221
T011084,10/21/2023,P01170,Sale,-28,BATCH-8158,,A32,7/13/2026,33.79,EMP039,,,5731
T011085,1/20/2022,P00085,Transfer,58,BATCH-6476,,B26,9/9/2024,18.02,EMP001,,,748
T011086,11/17/2023,P01952,Sale,-83,BATCH-9280,,A42,2/19/2025,38.12,EMP049,,,7163
T011087,8/25/2022,P00887,Sale,-68,BATCH-8790,,B18,8/27/2023,5.11,EMP041,,,407
T011088,5/4/2022,P00368,Purchase,2366,BATCH-2641,SUP024,C17,1/11/2025,19.39,EMP023,PO-2022-00978,,13688
T011089,2/4/2023,P01624,Purchase,302,BATCH-6345,SUP076,A44,8/23/2023,18.34,EMP038,PO-2022-00172,,13422
T011090,4/8/2023,P00490,Purchase,1760,BATCH-8912,SUP082,D40,1/27/2026,4.26,EMP016,PO-2022-03900,,10671
T011091,1/19/2023,P00810,Sale,-5,BATCH-9859,,B23,8/12/2024,30.87,EMP017,,,10954
T011092,4/22/2022,P00042,Sale,-98,BATCH-7158,,C04,9/13/2023,2.76,EMP011,,,5713
T011093,4/7/2022,P01503,Sale,-93,BATCH-7471,,D18,9/27/2024,25.24,EMP012,,,1277
T011094,7/9/2023,P00026,Sale,-87,BATCH-1984,,A06,4/10/2024,9.54,EMP046,,,6780
T011095,6/15/2023,P00279,Sale,-93,BATCH-6530,,A16,12/18/2024,37.34,EMP002,,,3443
T011096,4/3/2022,P01594,Return,44,BATCH-7192,,A09,3/30/2023,37.25,EMP002,,RETURN,10459
T011097,5/13/2022,P01138,Adjustment,-11,BATCH-5199,,A17,3/21/2023,42.39,EMP005,,COUNT_ERROR,6050
T011098,2/19/2022,P01736,Sale,-25,BATCH-6125,,D20,5/18/2024,7.6,EMP031,,,6060
T011099,5/22/2023,P01628,Purchase,2450,BATCH-2076,SUP058,A39,1/1/2025,4.44,EMP014,,,9408
T011100,2/1/2023,P00992,Sale,-48,BATCH-5384,,A36,8/31/2024,46.57,EMP039,,,4720
T011101,5/8/2022,P00645,Sale,-10,BATCH-3695,,B45,3/31/2024,47.67,EMP039,,,5731
T011102,1/15/2023,P00153,Purchase,1307,BATCH-7769,SUP088,A33,12/9/2025,21.91,EMP006,,,6767
T011103,12/23/2023,P00926,Sale,-95,BATCH-2439,,A12,11/19/2026,45.08,EMP010,,,2678
T011104,5/8/2022,P01700,Sale,-31,BATCH-5189,,D11,10/25/2023,35.45,EMP010,,,10101
T011105,7/10/2022,P01190,Purchase,123,BATCH-1443,SUP080,B17,3/18/2024,35.67,EMP032,PO-2022-00333,,4754
T011106,12/15/2023,P01583,Purchase,124,BATCH-1660,SUP101,C36,7/27/2026,49.6,EMP031,,,4331
T011107,12/23/2022,P00255,Transfer,97,BATCH-3888,,D10,7/20/2024,40.88,EMP032,,,5961
T011108,2/9/2023,P00235,Purchase,2477,BATCH-4930,SUP115,D40,8/6/2025,41.12,EMP009,PO-2022-02782,,4401
T011109,12/17/2022,P01464,Sale,-58,BATCH-8948,,D11,11/12/2023,28.07,EMP018,,,8411
T011110,7/7/2023,P00236,Sale,-62,BATCH-8517,,A04,2/29/2024,30.19,EMP013,,,616
T011111,6/27/2023,P00278,Sale,-39,BATCH-2817,,A30,6/26/2024,5.59,EMP034,,,3261
T011112,10/8/2023,P00631,Purchase,149,BATCH-8739,SUP043,A05,2/8/2026,3.87,EMP028,PO-2022-00597,,5219
T011113,1/15/2023,P01045,Purchase,2140,BATCH-3737,SUP044,D48,10/2/2023,9.96,EMP027,PO-2022-03943,,8584
T011114,4/20/2023,P01262,Adjustment,-14,BATCH-2775,,D49,10/11/2024,2.1,EMP037,,COUNT_ERROR,9548
T011115,4/26/2022,P00909,Sale,-98,BATCH-4613,,A39,3/6/2025,34.32,EMP048,,,5515
T011116,2/23/2023,P00702,Sale,-59,BATCH-8439,,D32,10/4/2023,14.69,EMP025,,,10362
T011117,4/29/2022,P01402,Sale,-52,BATCH-1271,,D24,1/2/2024,41.93,EMP034,,,2292
T011118,10/2/2022,P00123,Return,40,BATCH-3336,,A36,5/9/2023,18.76,EMP023,,RETURN,10554
T011119,7/2/2022,P01580,Sale,-44,BATCH-9209,,D23,1/1/2024,11.54,EMP021,,,7319
T011120,5/25/2023,P00703,Purchase,233,BATCH-7750,SUP080,B47,4/3/2025,43.08,EMP047,,,7562
T011121,6/23/2023,P00001,Purchase,164,BATCH-5605,SUP111,C18,11/28/2025,30.33,EMP009,,,962
T011122,9/24/2023,P01207,Purchase,1773,BATCH-9472,SUP091,A09,4/11/2026,9.88,EMP041,PO-2022-03941,,5033
T011123,9/17/2022,P00685,Sale,-72,BATCH-2033,,B41,11/29/2024,40.36,EMP042,,,5270
T011124,6/30/2022,P00478,Sale,-40,BATCH-1748,,D07,3/31/2025,21.18,EMP028,,,2921
T011125,11/19/2023,P01150,Sale,-68,BATCH-5227,,D02,3/4/2025,2.26,EMP024,,,4820
T011126,10/28/2022,P00787,Purchase,748,BATCH-3596,SUP129,A27,10/7/2023,1.3,EMP035,PO-2022-02395,,5979
T011127,6/12/2022,P01102,Sale,-41,BATCH-8457,,C50,5/7/2023,23.47,EMP011,,,8812
T011128,8/31/2023,P01499,Purchase,1008,BATCH-8047,SUP123,B04,7/30/2025,1.76,EMP028,,,5851
T011129,9/30/2022,P00040,Purchase,587,BATCH-7492,SUP069,B12,6/18/2023,40.7,EMP037,PO-2022-04548,,7698
T011130,12/15/2022,P01039,Purchase,2459,BATCH-4516,SUP145,D15,1/30/2025,33.67,EMP006,PO-2022-03301,,7480
T011131,7/6/2023,P00590,Purchase,2447,BATCH-1882,SUP047,C13,3/6/2025,8.31,EMP036,,,10068
T011132,2/24/2022,P00498,Purchase,2572,BATCH-2949,SUP093,B38,5/18/2023,33.44,EMP025,PO-2022-01132,,9240
T011133,12/29/2022,P00476,Purchase,852,BATCH-3038,SUP004,B48,1/16/2025,11.38,EMP020,,,1440
T011134,1/17/2022,P00542,Adjustment,-7,BATCH-6418,,D37,9/28/2024,23.82,EMP029,,OTHER,8134
T011135,8/6/2023,P01460,Purchase,1360,BATCH-4172,SUP061,D39,1/19/2025,26.56,EMP044,,,5281
T011136,5/28/2023,P01599,Purchase,1776,BATCH-2657,SUP149,A41,1/13/2025,13.37,EMP004,PO-2022-02536,,10173
T011137,12/29/2023,P00228,Sale,-54,BATCH-9927,,D49,10/11/2024,19.3,EMP009,,,8493
T011138,12/23/2022,P00851,Purchase,960,BATCH-8966,SUP077,B36,9/14/2023,47.69,EMP038,,,11598
